305344, 17653
387418, 17436
2439493, 16565
1664010, 15813
2118461, 14831
1461435, 9822
1639792, 9767
1314869, 9740
2606799, 9064
1932594, 8880
2056022, 8387
1114324, 8322
752642, 7481
491531, 7257
1663888, 7080
727242, 6997
1403217, 6844
1473980, 6790
798296, 6740
716173, 6736
1852040, 6719
507603, 6703
1001129, 6684
1792741, 6349
2625420, 6209
2457095, 6169
303948, 6074
2147527, 5996
2143500, 5940
16272, 5900
1806515, 5867
1299887, 5841
2238060, 5827
1061195, 5748
57633, 5736
1037245, 5689
322009, 5611
1710658, 5533
1927580, 5413
2237185, 5249
682963, 5150
1673185, 5144
794999, 5099
2291306, 4953
1977959, 4947
1784150, 4926
525356, 4913
1300759, 4797
786312, 4762
1110156, 4761
1227322, 4752
636262, 4748
1298511, 4731
2083367, 4729
530789, 4726
2062350, 4679
1935793, 4659
1028463, 4656
789014, 4579
1105029, 4575
504620, 4558
2537543, 4475
184705, 4436
1602153, 4415
1902838, 4407
3321, 4395
2256485, 4370
2040859, 4343
1612901, 4333
952156, 4327
1876520, 4327
1272379, 4288
2061495, 4278
1707198, 4183
818752, 4179
319058, 4170
2315012, 4127
1470123, 4124
1519378, 4108
862596, 4100
722591, 4098
595778, 4069
647979, 4049
2460347, 4026
1819462, 4017
2102030, 4017
555528, 4009
2176465, 4007
447759, 4004
238740, 3987
341649, 3983
2602249, 3974
1903324, 3953
2150746, 3929
769702, 3877
147386, 3868
1984086, 3851
1563935, 3846
402266, 3826
1984315, 3813
71594, 3803
1516350, 3749
2297136, 3734
1509395, 3722
1029163, 3720
1166912, 3702
235789, 3687
74441, 3682
2327743, 3676
789969, 3671
2485642, 3662
1205174, 3654
397212, 3648
1233297, 3640
1559083, 3617
1033930, 3572
1146000, 3571
394895, 3570
2584676, 3568
1431356, 3557
2157060, 3534
2248080, 3523
507094, 3513
1452127, 3510
743633, 3493
1777406, 3480
638020, 3473
2255880, 3470
2634967, 3465
2220732, 3461
1557557, 3454
2119007, 3449
121182, 3444
316155, 3442
411290, 3435
844028, 3432
1139570, 3409
873713, 3406
1268699, 3399
958687, 3393
2225743, 3391
684876, 3383
166041, 3379
716874, 3376
929308, 3373
825353, 3372
2514777, 3365
603277, 3350
908205, 3348
1257336, 3346
1532336, 3340
1317671, 3335
2035299, 3333
2284890, 3309
2604976, 3306
2541385, 3301
2375962, 3298
49890, 3295
2519299, 3293
1370564, 3293
864172, 3279
178860, 3277
1001928, 3268
230112, 3265
1556831, 3262
2260832, 3259
306569, 3256
1978089, 3256
159159, 3256
518137, 3242
386947, 3240
199257, 3233
1301819, 3231
2534061, 3231
2089599, 3229
1494683, 3228
883478, 3222
1988735, 3219
188613, 3216
1986034, 3214
2554745, 3208
2299661, 3207
2588510, 3207
1374197, 3187
2266083, 3176
1515355, 3172
732363, 3171
237263, 3171
411705, 3170
2438449, 3165
461075, 3164
629389, 3164
2538506, 3158
78404, 3153
2320697, 3151
1107588, 3144
2475820, 3137
2450433, 3134
901520, 3132
2018894, 3127
952063, 3122
1184498, 3122
608234, 3118
655385, 3118
2329026, 3111
684531, 3108
1757328, 3101
1875549, 3099
1771252, 3099
2488357, 3098
691808, 3094
1002509, 3091
157667, 3090
320314, 3085
2626336, 3079
1872980, 3074
2155681, 3069
1934002, 3067
1661344, 3066
503235, 3062
1026933, 3049
1038880, 3044
663118, 3030
1567202, 3029
1220170, 3025
2099446, 3020
1567970, 3013
438340, 3012
981753, 3009
1907667, 3006
1830000, 3003
2268573, 2997
1092521, 2997
243612, 2992
2389367, 2990
101807, 2983
1190829, 2982
1333, 2982
307427, 2982
1086481, 2982
1116080, 2981
2207031, 2976
620010, 2973
524142, 2972
837133, 2969
2479320, 2966
923631, 2966
1117152, 2964
1627955, 2962
835265, 2953
1737149, 2953
642384, 2951
329958, 2946
75976, 2946
1816884, 2941
825819, 2939
574834, 2933
1309838, 2933
1380915, 2919
221926, 2917
11043, 2911
594196, 2901
2194079, 2895
1045879, 2892
1582952, 2890
2147714, 2884
1569593, 2884
1949871, 2883
21823, 2883
2218735, 2882
2552319, 2881
1030857, 2880
2217731, 2880
1745107, 2880
1945809, 2880
2433610, 2879
2430041, 2879
1913414, 2875
2499884, 2871
2484944, 2871
2256731, 2867
1818059, 2862
2029979, 2861
893014, 2857
1616870, 2857
1179117, 2856
2070798, 2855
2360906, 2853
1037705, 2852
576990, 2849
1072312, 2849
2464081, 2838
1480900, 2837
1704223, 2834
2404142, 2832
2171187, 2831
1629440, 2830
651230, 2825
2588755, 2818
1660348, 2816
998236, 2814
462171, 2814
1224299, 2807
1999176, 2806
76196, 2805
1995860, 2803
1528604, 2800
10268, 2799
1561134, 2797
414536, 2794
2127108, 2787
1933317, 2785
1545709, 2779
383451, 2778
2429294, 2772
1420308, 2769
356615, 2766
408457, 2765
407037, 2762
325073, 2759
2494753, 2758
2282041, 2757
1865249, 2756
2535052, 2751
302344, 2751
57186, 2748
429260, 2746
2600558, 2743
1238184, 2741
2041854, 2741
1357209, 2740
1640334, 2735
753107, 2735
1684232, 2735
578191, 2731
1643146, 2729
601317, 2729
1123175, 2727
775020, 2726
504440, 2726
1123618, 2725
199435, 2723
2124351, 2722
830370, 2722
340479, 2721
1189269, 2721
1334853, 2721
2254751, 2718
1998055, 2716
364749, 2715
754161, 2715
332698, 2715
1284016, 2714
589682, 2712
670488, 2712
831103, 2708
1762695, 2703
1684416, 2699
240923, 2697
122197, 2696
1645904, 2695
257622, 2690
549534, 2688
1744889, 2686
1143750, 2686
1859573, 2685
2520506, 2685
575714, 2684
277837, 2682
1979820, 2680
66109, 2679
1282217, 2676
860520, 2672
2566515, 2669
400440, 2665
2203225, 2663
2398923, 2663
1310425, 2662
1042938, 2662
285174, 2662
752853, 2654
1495111, 2652
2523426, 2650
2339135, 2649
2232563, 2649
272840, 2648
2185614, 2648
1279360, 2647
2291170, 2639
10374, 2637
1452669, 2636
1257454, 2636
2645579, 2636
349572, 2634
624388, 2632
823802, 2632
16273, 2630
111033, 2629
327122, 2628
97893, 2622
2463759, 2622
467182, 2622
2043784, 2620
1675680, 2617
1072585, 2615
490057, 2613
1156852, 2611
1181550, 2609
929407, 2609
151821, 2608
2226510, 2608
71743, 2607
595870, 2606
1548363, 2606
1223912, 2604
74320, 2603
53694, 2602
170248, 2602
717542, 2602
1229628, 2601
2019240, 2593
954742, 2593
491513, 2591
922551, 2591
1484157, 2590
877394, 2589
2029858, 2588
110938, 2587
998502, 2585
380505, 2585
2101288, 2583
1490538, 2582
399971, 2581
155342, 2581
946380, 2581
165247, 2578
1007577, 2576
1829748, 2576
2538567, 2575
1558286, 2574
686510, 2574
151004, 2571
1650301, 2571
1957786, 2570
326356, 2569
785992, 2568
2366462, 2564
200255, 2564
1800701, 2563
2446249, 2563
1662714, 2562
1287892, 2561
2630337, 2560
499257, 2560
27061, 2559
12812, 2558
206893, 2556
706832, 2555
125296, 2555
962019, 2551
1106241, 2549
826696, 2548
1887657, 2546
1785209, 2545
768876, 2545
620741, 2544
1741099, 2541
2385435, 2539
1420020, 2538
2401585, 2537
2550506, 2531
478176, 2528
2535512, 2527
2511278, 2523
1255703, 2522
2354740, 2521
832780, 2521
1788346, 2520
2417531, 2518
2251582, 2514
452667, 2514
1878798, 2513
2209351, 2513
2299951, 2510
1147641, 2509
361886, 2508
835353, 2506
1398256, 2504
428688, 2503
2012897, 2500
310887, 2500
187896, 2499
2049734, 2498
2250323, 2496
1519692, 2495
2509048, 2494
241634, 2494
1583631, 2493
2328511, 2491
753231, 2490
240748, 2489
968184, 2489
461110, 2489
1456579, 2489
603543, 2488
1563698, 2488
2376301, 2487
1988192, 2486
371701, 2485
1575462, 2485
1385788, 2484
879760, 2483
2166018, 2483
290916, 2482
10679, 2479
2226525, 2477
685565, 2474
1573228, 2474
2495584, 2471
1720861, 2471
1114342, 2470
764785, 2469
1559022, 2468
1274035, 2466
1430108, 2464
779811, 2463
1399249, 2463
2442646, 2461
1421913, 2459
485601, 2459
983069, 2457
759737, 2456
2136927, 2455
1777614, 2454
1867238, 2454
320856, 2453
2290732, 2453
492291, 2451
2519865, 2451
232877, 2451
2545730, 2450
2394024, 2449
1813197, 2448
1351421, 2448
17864, 2446
230265, 2444
2260788, 2444
974174, 2443
136477, 2437
817339, 2436
1194911, 2435
1087944, 2435
1823645, 2434
1625122, 2433
2005241, 2432
2244849, 2432
992021, 2431
2153721, 2430
522180, 2428
2023883, 2428
651541, 2427
1727232, 2425
1814516, 2425
2541025, 2423
1663694, 2423
942523, 2423
2406705, 2418
2526414, 2418
1526365, 2417
1480571, 2416
1615850, 2415
182203, 2414
1044050, 2413
2237988, 2413
1174530, 2413
828349, 2411
659526, 2410
723448, 2408
1177340, 2407
1919269, 2406
2349412, 2405
701443, 2405
515436, 2402
974823, 2402
455024, 2401
1073300, 2400
2393478, 2399
1458854, 2397
1559165, 2397
1397843, 2394
2205594, 2394
953110, 2393
138835, 2393
2350588, 2391
1002943, 2391
758383, 2390
97578, 2390
2035595, 2390
282654, 2390
1275094, 2389
2409465, 2387
224795, 2386
567705, 2385
170551, 2384
48607, 2384
49585, 2382
2450942, 2381
2174151, 2381
491331, 2381
374741, 2380
2536547, 2379
2102846, 2379
1480781, 2379
1769985, 2378
1173289, 2378
612111, 2377
2100574, 2376
476695, 2374
1489224, 2372
107776, 2371
1820960, 2367
1054564, 2366
885386, 2365
2198123, 2365
1060057, 2363
2289197, 2363
872408, 2360
702403, 2357
525071, 2356
1184537, 2354
411512, 2352
1741303, 2352
1629801, 2352
1033433, 2351
973313, 2350
1119113, 2346
334643, 2346
2024111, 2346
965104, 2345
760481, 2342
1413367, 2339
828444, 2339
1115451, 2338
596995, 2338
1174811, 2337
342510, 2337
111086, 2337
437586, 2334
282887, 2334
2584980, 2333
1821474, 2332
2495474, 2330
1428930, 2330
524295, 2328
1877483, 2327
1242044, 2327
1112365, 2326
2640550, 2326
1109043, 2326
890573, 2324
1952860, 2323
1435891, 2323
165374, 2322
1181558, 2322
286684, 2321
416560, 2321
1486829, 2320
2161899, 2319
867311, 2319
980292, 2318
2387463, 2318
2375169, 2316
2540684, 2315
2110645, 2313
1134379, 2313
2601377, 2312
1294425, 2311
128389, 2310
655601, 2307
108936, 2306
1034831, 2306
2069442, 2306
1510091, 2305
826184, 2304
2551641, 2303
1848938, 2302
922922, 2301
2232041, 2300
306466, 2299
1057992, 2299
91234, 2299
275600, 2299
2588416, 2298
2110107, 2298
1827859, 2295
200805, 2294
1578801, 2294
2043555, 2294
472734, 2294
1200256, 2293
774602, 2293
2503887, 2293
1520166, 2292
953604, 2291
2398061, 2290
279966, 2289
748141, 2288
1672832, 2288
2636478, 2286
922812, 2286
189887, 2284
256676, 2283
819314, 2282
683254, 2281
956229, 2280
780768, 2280
2584252, 2280
1110164, 2280
924960, 2280
1935592, 2280
2366006, 2279
128311, 2279
248904, 2278
1424487, 2277
1383836, 2276
923517, 2273
1706873, 2273
864647, 2273
2365581, 2272
1610234, 2270
200427, 2267
43751, 2266
1662098, 2266
431326, 2265
1130133, 2264
1832073, 2262
2037693, 2262
1605580, 2260
1310250, 2260
2023518, 2258
265257, 2257
2531844, 2256
403915, 2255
1782185, 2254
1815129, 2254
1733406, 2253
720503, 2253
1771365, 2253
46650, 2253
1565175, 2252
1596469, 2252
1392942, 2252
1611056, 2251
2536114, 2251
551208, 2250
701962, 2250
2278766, 2250
862040, 2250
219888, 2249
1337026, 2248
377937, 2245
504211, 2245
1599243, 2241
1296679, 2241
2599262, 2238
1207990, 2237
1312661, 2236
1297347, 2235
2345098, 2231
1812378, 2231
2033070, 2231
55339, 2230
1880039, 2227
2257189, 2226
427186, 2226
554137, 2225
3998, 2225
835847, 2225
2637886, 2223
2144655, 2223
1719610, 2221
2126215, 2221
826270, 2219
1251664, 2218
2356870, 2217
517441, 2217
194528, 2217
1828803, 2214
452299, 2214
441361, 2212
1178846, 2211
70476, 2211
2513621, 2210
247794, 2210
1327900, 2209
1065445, 2208
637266, 2207
510834, 2207
1854658, 2207
1488844, 2206
2059696, 2205
952582, 2204
2607300, 2203
2141105, 2203
2640760, 2203
1253619, 2202
940516, 2202
920932, 2201
981199, 2200
1132940, 2199
1226844, 2199
408645, 2199
2491620, 2199
1365840, 2198
2394704, 2198
1130380, 2196
2455281, 2196
290700, 2195
1800459, 2195
1538355, 2195
1446775, 2194
1726438, 2194
1348456, 2194
904391, 2193
1087416, 2193
1939431, 2192
1172980, 2191
250509, 2191
1847613, 2191
309424, 2190
2107068, 2188
1099833, 2186
2549238, 2186
1092677, 2186
2388205, 2186
1932377, 2185
567875, 2185
2554035, 2184
670416, 2184
2372141, 2182
1103080, 2182
1696308, 2181
596255, 2180
515441, 2179
1167767, 2179
1416836, 2177
1105686, 2177
635056, 2176
236160, 2176
1197493, 2176
1459727, 2175
962151, 2175
2457720, 2175
1951144, 2174
1533807, 2173
2152273, 2173
287566, 2173
2524669, 2173
1728944, 2173
2518947, 2171
2640278, 2171
778615, 2171
580231, 2171
572481, 2170
507921, 2169
325844, 2169
388514, 2168
1329904, 2167
318409, 2166
1955660, 2166
1150705, 2165
1393159, 2165
2472640, 2165
700490, 2165
432259, 2164
2030523, 2163
1210199, 2163
2312349, 2161
1444777, 2161
1642678, 2159
2465236, 2159
1299355, 2157
317779, 2157
2556305, 2156
1449358, 2154
1191408, 2154
1276711, 2154
1486956, 2154
154669, 2154
828344, 2153
1914525, 2152
1201695, 2151
242681, 2151
2103029, 2151
1181609, 2149
2509588, 2148
2295594, 2147
2145441, 2147
1232251, 2146
360005, 2146
1313126, 2145
1984978, 2145
348960, 2144
1906611, 2144
686204, 2142
511899, 2141
1018379, 2139
689488, 2139
152858, 2139
1899913, 2138
936093, 2137
442963, 2137
1436780, 2137
1783225, 2136
347276, 2136
892694, 2136
1197233, 2135
2598028, 2135
1275275, 2135
366233, 2134
935732, 2133
2205259, 2133
2043149, 2132
407877, 2130
1232164, 2130
