28, 39752, 3.82
30, 118413, 3.76
58, 17405, 3.61
83, 18724, 3.73
108, 19018, 3.17
111, 30127, 3.08
118, 19240, 3.43
143, 38362, 3.85
148, 22194, 3.3
175, 90450, 4.0
187, 20049, 3.01
191, 98720, 3.93
197, 81260, 3.48
199, 35509, 3.89
223, 24125, 4.21
241, 43122, 4.16
252, 24387, 3.39
257, 27357, 3.91
269, 21467, 3.76
270, 36431, 4.29
273, 32027, 3.36
290, 47651, 3.58
295, 28954, 3.31
299, 76944, 3.71
311, 24835, 3.58
312, 65477, 3.71
313, 99812, 3.69
329, 66266, 3.59
330, 27038, 3.46
331, 47167, 3.62
334, 39875, 3.56
353, 20460, 3.25
357, 77314, 3.51
361, 35849, 3.64
406, 48617, 3.76
413, 29909, 3.41
442, 25292, 3.93
443, 36515, 3.97
457, 116762, 3.87
468, 60415, 3.52
473, 23602, 4.03
482, 56504, 3.79
483, 90010, 3.45
494, 27601, 4.0
516, 20181, 3.78
528, 28454, 2.98
550, 33797, 3.46
571, 154832, 3.96
607, 100248, 3.54
658, 44001, 3.63
660, 20801, 3.78
692, 32828, 3.51
705, 38680, 3.64
708, 72381, 3.39
720, 26718, 3.84
746, 24127, 3.53
758, 104362, 3.51
759, 16856, 3.2
788, 58527, 3.76
789, 31537, 3.79
798, 81278, 3.89
831, 19563, 3.2
851, 25100, 3.89
862, 19351, 3.5
872, 31691, 4.2
886, 108606, 4.19
896, 30593, 3.43
937, 23691, 3.72
940, 18464, 3.68
962, 21284, 3.09
963, 37310, 3.89
985, 89999, 3.63
989, 18298, 3.05
1020, 20762, 4.29
1027, 19960, 3.43
1035, 17696, 3.49
1046, 40744, 3.37
1066, 34941, 3.76
1073, 59518, 4.07
1102, 73337, 3.57
1110, 98700, 4.07
1138, 20758, 2.94
1144, 79845, 3.96
1145, 140154, 3.18
1148, 19401, 3.85
1174, 35537, 3.96
1180, 108771, 3.97
1202, 78878, 3.77
1220, 134241, 4.01
1255, 39037, 3.91
1267, 42113, 3.12
1289, 32832, 2.76
1305, 35026, 3.35
1307, 121207, 3.31
1314, 24605, 3.8
1324, 45620, 4.04
1367, 24880, 3.6
1406, 74076, 3.41
1425, 18126, 3.7
1428, 113674, 3.54
1435, 18258, 4.09
1466, 41355, 3.74
1467, 24089, 3.71
1470, 98696, 3.78
1495, 16683, 4.34
1509, 40153, 3.55
1542, 114997, 3.76
1561, 61019, 3.48
1571, 40841, 3.83
1578, 18542, 3.2
1585, 21359, 3.35
1590, 42933, 3.93
1595, 17111, 3.98
1615, 59137, 3.81
1625, 43518, 4.14
1637, 18446, 3.52
1642, 38378, 4.03
1645, 22793, 3.23
1650, 52470, 3.49
1659, 42046, 3.68
1661, 19085, 3.54
1682, 25961, 3.69
1700, 27449, 3.58
1703, 48190, 3.83
1709, 20036, 3.67
1719, 58364, 3.08
1744, 73004, 3.82
1754, 65363, 3.99
1770, 24446, 3.89
1798, 113377, 3.97
1799, 62809, 3.66
1810, 56918, 3.7
1832, 32769, 3.6
1833, 21143, 2.91
1843, 48004, 3.22
1861, 25712, 3.08
1865, 110159, 3.7
1877, 29753, 3.91
1890, 22098, 3.74
1901, 22848, 3.64
1902, 20487, 3.43
1905, 193941, 4.15
1918, 27667, 3.13
1962, 145519, 3.75
1974, 20689, 3.97
1975, 55740, 2.86
1983, 17691, 3.34
2000, 38056, 3.68
2001, 29488, 3.31
2009, 41437, 3.38
2012, 19237, 3.38
2015, 27445, 3.79
2016, 26926, 3.79
2095, 87389, 3.56
2112, 87622, 3.52
2122, 105697, 3.69
2128, 45069, 3.9
2136, 19061, 3.27
2139, 22332, 3.53
2152, 162597, 3.43
2153, 22447, 3.28
2162, 17013, 4.4
2163, 16635, 2.98
2171, 33708, 3.75
2172, 22498, 4.4
2178, 39722, 3.94
2186, 61174, 3.72
2192, 31933, 3.8
2200, 78980, 3.02
2209, 50202, 3.75
2252, 30245, 3.63
2254, 16694, 3.03
2290, 51856, 4.18
2342, 89865, 3.86
2348, 20680, 3.64
2360, 29225, 4.1
2371, 20596, 4.06
2372, 137170, 3.91
2376, 16771, 3.2
2389, 20629, 3.85
2391, 101188, 3.3
2395, 42843, 3.46
2400, 19754, 2.73
2430, 48496, 4.11
2443, 27140, 3.97
2452, 149866, 4.43
2456, 19620, 3.98
2457, 34898, 3.63
2462, 50196, 3.69
2465, 54193, 3.87
2470, 54617, 3.57
2495, 28079, 3.0
2499, 36030, 3.05
2554, 28346, 3.52
2577, 18445, 3.57
2578, 41703, 3.73
2580, 80136, 3.55
2594, 37066, 3.15
2612, 87139, 3.41
2617, 51948, 3.08
2660, 80295, 4.03
2675, 26444, 2.5
2680, 19536, 3.22
2690, 28955, 3.85
2699, 50353, 3.44
2734, 31058, 3.29
2743, 60787, 4.12
2751, 17673, 3.44
2755, 16093, 3.69
2779, 21926, 2.72
2780, 19579, 3.57
2782, 135601, 4.29
2783, 20010, 3.34
2800, 65700, 3.48
2803, 19885, 4.34
2809, 21635, 3.57
2848, 17401, 4.02
2851, 22819, 3.52
2862, 128446, 4.31
2866, 22415, 3.44
2874, 83849, 3.55
2890, 26831, 4.07
2913, 107443, 3.99
2922, 40024, 3.7
2938, 21367, 4.15
2942, 19236, 4.27
2953, 47811, 3.66
2960, 35686, 2.74
2992, 44295, 3.65
3015, 22198, 2.91
3017, 30113, 3.71
3058, 21001, 3.8
3071, 18410, 3.62
3078, 21218, 4.13
3079, 67575, 4.2
3085, 28801, 2.94
3098, 24275, 3.19
3106, 135431, 3.65
3113, 20649, 3.2
3128, 19363, 3.59
3138, 42727, 3.55
3148, 36263, 3.47
3151, 116362, 3.4
3153, 17785, 3.98
3161, 26154, 3.09
3165, 29762, 3.58
3168, 19948, 3.72
3197, 31408, 3.23
3198, 30335, 3.3
3222, 18182, 3.51
3239, 21273, 4.05
3253, 16038, 3.32
3254, 62628, 2.98
3256, 28857, 3.14
3265, 17779, 3.48
3267, 18569, 3.6
3274, 26224, 3.72
3282, 117270, 3.43
3290, 71614, 4.4
3312, 17432, 3.14
3315, 32866, 4.03
3320, 73795, 3.59
3333, 89714, 3.26
3347, 16199, 3.24
3350, 22914, 2.99
3355, 23329, 3.56
3364, 20095, 3.75
3368, 78213, 3.53
3371, 75140, 3.91
3385, 52315, 3.33
3414, 19274, 3.54
3418, 43421, 3.27
3427, 136850, 3.33
3433, 58149, 3.39
3434, 17467, 3.25
3446, 35127, 4.17
3463, 46978, 3.74
3466, 27140, 3.3
3489, 24407, 3.66
3522, 22851, 3.03
3538, 60471, 3.69
3541, 30059, 3.81
3544, 16814, 3.83
3579, 35457, 3.32
3605, 74829, 4.17
3610, 75148, 3.81
3611, 26407, 3.21
3617, 23174, 3.14
3624, 139428, 3.95
3626, 29943, 3.49
3638, 83680, 3.53
3648, 39858, 3.64
3650, 36741, 3.81
3670, 19799, 3.1
3680, 17452, 3.54
3684, 42540, 3.85
3689, 19867, 3.48
3713, 49969, 3.63
3715, 20208, 3.39
3728, 20835, 3.52
3730, 40191, 3.95
3742, 16723, 4.01
3756, 93241, 3.06
3782, 51622, 3.36
3798, 38514, 4.16
3817, 28557, 3.86
3824, 31413, 3.53
3825, 104632, 3.45
3840, 17959, 3.26
3860, 160454, 3.43
3864, 54922, 4.24
3875, 32097, 3.99
3890, 20807, 2.94
3893, 26961, 3.52
3894, 20251, 3.03
3900, 20281, 3.95
3905, 62457, 3.62
3917, 97939, 3.69
3920, 16293, 3.0
3925, 106807, 3.51
3936, 40767, 3.05
3938, 153996, 4.14
3962, 140979, 4.42
3966, 42223, 3.66
4043, 90591, 3.5
4056, 52025, 2.99
4080, 31372, 3.42
4089, 21257, 3.4
4109, 24852, 3.26
4123, 121769, 3.45
4135, 33354, 3.87
4141, 45636, 3.54
4149, 25581, 3.37
4159, 33723, 3.36
4171, 16890, 3.01
4216, 46150, 3.22
4227, 52388, 3.67
4256, 40201, 3.65
4260, 20845, 3.31
4262, 48877, 3.55
4266, 85050, 3.75
4284, 16470, 4.1
4302, 55605, 3.85
4306, 151292, 4.33
4315, 56213, 3.47
4330, 63042, 3.64
4341, 28076, 3.39
4345, 90387, 3.78
4356, 106020, 3.67
4364, 29537, 3.69
4369, 35095, 3.29
4384, 30580, 3.56
4389, 30958, 3.38
4392, 27127, 3.86
4393, 38659, 3.4
4402, 41028, 3.35
4432, 156183, 3.76
4472, 101118, 3.69
4479, 23884, 3.74
4488, 33175, 3.55
4506, 33731, 3.92
4520, 26500, 3.68
4545, 70799, 3.94
4546, 23270, 3.39
4570, 20703, 3.35
4577, 106291, 3.86
4590, 78719, 3.34
4633, 41850, 4.15
4640, 122158, 4.13
4656, 130782, 3.81
4660, 25232, 3.4
4661, 51392, 3.25
4670, 58624, 2.86
4683, 48149, 3.28
4697, 42872, 3.96
4698, 57766, 3.34
4705, 58536, 3.51
4727, 41128, 4.14
4736, 19377, 3.73
4739, 25465, 3.55
4740, 20722, 3.31
4745, 114327, 3.21
4753, 16907, 2.52
4761, 22625, 3.32
4778, 25247, 3.48
4801, 16872, 3.09
4805, 35416, 3.85
4829, 35846, 3.75
4833, 35349, 3.15
4841, 20144, 2.86
4847, 49636, 4.06
4862, 28370, 3.83
4870, 20999, 3.35
4874, 22226, 3.53
4883, 54974, 3.28
4884, 23103, 4.09
4906, 33227, 3.4
4914, 38289, 3.13
4931, 41679, 2.81
4932, 28448, 3.55
4951, 102754, 3.74
4956, 32344, 3.94
4972, 97491, 3.37
4977, 35088, 3.57
4996, 151847, 3.48
5020, 16474, 2.82
5025, 22316, 3.82
5050, 22979, 4.09
5054, 103652, 3.53
5055, 35335, 3.51
